Timestamp	Your Name	Your personal website	Title	Authors	First author's last name	Year	URL	Download URL	Publication Details	Pages	Abstract	DOI	Context
03/26/2021 17:03:29	Legacy	https://web.archive.org	DySE Generator: A sound design tool for virtual reality applications	David Beaudry, Joan Slottow	Beaudry	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc		OSC Conference 2004		UCLA/ATS\'s DySE Generator (Dynamic Sound Environment) is a Mac-based software application that provides a powerful sound design tool for virtual reality (VR) applications. This software is built using Cycling74\'s Max/MSP/Jitter, a high-level graphical programming language for music, audio, and multimedia. DySE Generator had its origins as a custom-built tool for very specific applications controlling both live and pre-recorded sounds for live theater, but has since evolved into a less-specific tool for both building sound models, and functioning as a sound server, for virtual reality applications. Those familiar with Max know that one of its greatest advantages is its tremendous flexibility. It can do almost anything in real-time multimedia processing, and the fact that a patch can be built as needed for each application from the ground up, with every aspect of the sound design user-controllable, has made Max a solution that is almost without limits in the realm of sound design for live performance applications. However this lack of specialization is also a drawback in the deadline-driven world of sound design. Every time you sit down to create a new design in Max, you are starting with a blank screen. So rather than simply tell each sound designer \"Max is a great tool - now go learn it\", over the past three years we have been developing a wrapper that allows virtual reality sound designers and model builders (and by extension theater sound designers as well as sound designers for computer games) to use Max\'s real-time signal processing without having to program in Max. This has proven to be a formidable challenge: how to create a wrapper that is as powerful as Max, yet not be Max. Our process in developing DySE Generator has been to build functions in Max for very specific applications, then to make each working function into a non-specific \"tool\" with an easy-to-use GUI that is incorporated into DySE Generator. Since we view navigation of VR models as a form of performance, the primary motivation in DySE Generator\'s development is to focus more on a dynamic approach to the sonic material for virtual reality - what makes up the soundscape and source material of a particular model and how to make these sounds as engaging, dynamic, and performative for the viewer/observer as possible. For example, in addition to the more traditional functions of a sound server (i.e., playing sounds spatially while flying through a model), DySE Generator allows sound designers to establish relationships between human behavior and sound content by giving them the ability to map viewer behavior (e.g., how long they have remained in a particular room, directness of their path, total distance traveled, etc.) to control of the sonic material, allowing the designer to create a more personalized experience for each user. DySE Generator is more than simply a playback device or a sound server that focuses most of its computational power on modeling room acoustics; it is as an environment for specifying conditions and/or systems of relationships by which sounds will be produced and affected. Control of DySE Generator (either local or remote) uses OpenSoundControl (OSC) over UDP. For example, based on messages from the VR engine giving positional information for a particular sound source and viewer, DySE Generator is able to determine the panning and attenuation of the sound source and place it appropriately in the sound field. Here is the typical data flow: viewer behavior \> VR engine \> OSC (describing current state of model) \> DySE (as configured by sound designer) \> Max Patch\> Sound. Messages controlling many of the functions of the DySE Generator are embedded into vrNav, UCLA/ATSâ€™s navigation code for virtual reality. OSC messages can also go from DySE Generator back to vrNav, providing a two-way, network-based communication link between the sound server and virtual reality model that not only provides sound control, but also the ability to manipulate graphics in the virtual reality model from the sound server side. The OSC-based protocol has also been extended into other areas of research at ATS, including collaborative VR, lighting control in models using 3D Studio Max, and a new protocol for handing sonification of complex scientific data sets via the Sonification Toolbox, a module of the DySE Generator.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Effects of Latency on Networked Musical Performance	Michael Gurevich, Chris Chafe	Gurevich	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc	files/gurevich-latency.pdf	OSC Conference 2004		The conditions of networked ensemble performance were simulated in an experiment. Pairs of musicians were placed apart in isolated rooms and given a simple rhythm to clap together. A microphone was placed as close as possible to each performer\'s hands. Each monitored the other\'s sound via headphones, and a delay was introduced between the source and listener. Starting tempo, given by a recorded count-in, and delay time were varied across trials. Recordings of the trials were analyzed with a precise event detection algorithm to locate clap onsets, from which the tempo was inferred. The rate of deceleration increased with longer delays, while shorter delays (\<= 11.5 ms) produced a modest, but significant acceleration. The goal is to identify the region of delay time that is most conducive to maintaining a steady tempo. This will help to determine the necessary delay conditions to support networked musical performance (which may be over long distances or in adjoining rooms). Humans performed significantly better than a simple model of a memoryless instantaneous reaction.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	EtherSense, an OSC-based sensor platform	Emmanuel FlÃ©ty, Nicolas Leroy	FlÃ©ty	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc	files/ethersense-diagram.gif	OSC Conference 2004		This paper reports our recent developments on sensor acquisition systems, using computer network technology. We present a versatile hardware system that can be connected to wireless modules, Analog to Digital Converters, and enables Ethernet communication. We are planning to make freely available the design of this architecture. We describe also several approaches we tested for wireless communication. Such technology developments are currently used in our newly formed Performance Arts Technology Group.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Everything you ever wanted to know about Open Sound Control	Andy Schmeder	Schmeder	2008	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc	files/Everything-About-OSC.mov	Report		Since its introduction in 1997 by CNMAT researchers Matt Wright and Adrian Freed, the Open Sound Control (OSC) protocol has been successfully integrated into dozens of hardware and software products, and used in thousands of performances and installations. OSC goes beyond MIDI by addressing needs specific to musical performance with new electronic instruments such as high-bandwidth connectivity, precise temporal semantics and temporal regularization, extensibility and rich type support, human readability and state-free operation. The OSC protocol itself has a simple structure making it easy to integrate into new applications, but an appreciation for the underlying design principles is necessary to leverage its full capabilities. This talk covers the basics of using and programming OSC with demonstrations of hardware and software implementations. We will then dive into the details and discuss best-practices for creating OSC implementations that relate to issues in musical control, with an emphasis on temporal semantics and related algorithms. The conclusion will include an overview of recent research and anticipated future developments.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Flash OSC	Ben Chun	Chun	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc		OSC Conference 2004		In the interest of providing a way to connect various audio synthesizers to Macromedia Flash for both visualization and interface development, flosc is a Java implementation of OSC that works over both TCP and UDP and uses an XML representation of OSC. Examples of the possibilities that this creates will be presented.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Future Directions for OSC	David Wessel, Matt Wright	Wessel	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc	files/wright-future.pdf	OSC Conference 2004				This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Human/Computer Interaction projects at CCRMA	Michael Gurevich	Gurevich	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc		OSC Conference 2004		Physical interaction design for music combines aspects of embedded systems, sensors, electronics, sound synthesis, design and HCI. CCRMA\'s courses in this area draw students with a variety of backgrounds in these fields, and expose them to aspects of each. Students learn about technology and design theory, from the instructors and from each other. Multidisciplinary team design projects to create physical interfaces for music and sound have resulted in a broad range of successful devices. The paradigmatic approach involves a device with sensors connected to a microcontroller, which digitizes, processes and encodes the signals before sending them to a host PC. Sound synthesis is done on the PC, based on the signals received. OpenSound Control and MIDI are employed and compared as communication protocols for gesture data.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Implementations of OSC	Matt Wright	Wright	2004	http://cnmat.berkeley.edu/publications/control_vst_plug_ins_using_osc	files/wright-implementations.pdf	OSC Conference 2004				This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Improving the Efficiency of Open Sound Control with Compressed Address Strings	Jari Kleimola, Patrick McGlynn	Kleimola	2011	http://www.acoustics.hut.fi/publications/papers/smc2011-osc		Sound and Music Computing Conference (SMC-2011)	pp. 479-485	This paper introduces a technique that improves the efficiency of the Open Sound Control (OSC) communication protocol. The improvement is achieved by decoupling the user interface and the transmission layers of the protocol, thereby reducing the size of the transmitted data while simultaneously simplifying the receiving end parsing algorithm. The proposed method is fully compatible with the current OSC v1.1 specification. Three widely used OSC toolkits are modified so that existing applications are able to benefit from the improvement with minimal reimplementation efforts, and the practical applicability of the method is demonstrated using a multitouch-controlled audiovisual application. It was found that the required adjustments for the existing OSC toolkits and applications are minor, and that the intuitiveness of the OSC user interface layer is retained while communicating in a more efficient manner.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Intimate musical control of computers with a variety of controllers and gesture mapping metaphors	D Wessel, M Wright, J Schott	Wessel	2002	http://portal.acm.org/citation.cfm?id=1085213	files/NIME02WesselWrightSchottDmo.pdf	Proceedings of the 2002 conference on New interfaces for musical expression	1-3	In this demonstration we will show a variety of computer-based musical instruments designed for live performance. Our design criteria include initial ease of use coupled with a long term potential for virtuosity, minimal and low variance latency, and clear and simple strategies for programming the relationship between gesture and musical result. We present custom controllers and unique adaptations of standard gestural interfaces, a programmable connectivity processor, a communications protocol called Open Sound Control (OSC), and a variety of metaphors for musical control.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Keynote address: OSC and Digital Lifestyle Aggregation	Marc Canter	Canter	2004	http://portal.acm.org/citation.cfm?id=1085213		OSC Conference 2004		The history of media and device control parallels the evolution of the PC industry and of personal computing in general. Getting more control and ease of use in that process has always been a holy grail. But the oft-promised \'digital convergence\' has been elusive and end users have been bombarded by technology products that simply do not work. Digital Lifestyle Aggregation (\"DLA\") is a concept which brings together five major foundation areas, all of which lead to compelling end-user experiences. Personal publishing, social networking, media and device control, communications and mobile services are all part of the digital lifestyle aggregation puzzle. What does OSC and media device control have to do with DLA? A lot!		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	La Kitchen\'s \"Toaster\" and \"Kroonde\" wired and wireless Data-Acquisition Systems	Leslie Stuck	Stuck	2004	http://portal.acm.org/citation.cfm?id=1085213		OSC Conference 2004		The Kroonde is a system for receiving data from any industry-standard 0-5 volt sensor (e.g., pressure, flexion, acceleration, magnetic field strength, light intensity), sending the data via a small wireless transmitter to a central processor, and converting the data to either MIDI or OSC using UDP over 10 BaseT Ethernet. A demonstration will present strategies for using the data in a Max/MSP environment.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Max/MSP Programming Practice with OSC	David Wessel	Wessel	2004	http://cnmat.berkeley.edu/publications/max_msp_programming_practice_osc		Open Sound Control Conference				This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	micro-OSC: The Open Sound Control Reference Implementation for Embedded Devices	Andrew Schmeder, Adrian Freed	Schmeder	2008	http://cnmat.berkeley.edu/publications/max_msp_programming_practice_osc	files/micro-OSC.mov	Report				This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	Minuit : Propositions for a query system over OSC	Virage team	Virage team	2010	https://web.archive.org/web/20110122065602/http://www.plateforme-virage.org/?p=1444		Web Article PUBLICATION		The Minuit protocol has been designed in order to experiment a communication between the Virage sequencer software (a prototype dedicated to handle cues and automations on a Â« time-stretchable-line Â») and any device or sotfware (like controllers or any media engine). In order to allow users to select the parameter to store, update or observe, Minuit propose some specifications for a query system based on OSC. The protocol is based on four requests to discover an OSC namespace, to get or set values and to be notified when any of them changes.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:30	Legacy	https://web.archive.org	NIME 2006 OSC Developers Meeting	Matt Wright, RÃ©my Muller	Wright	2006	http://www.plateforme-virage.org/?p=1444		NIME 2006		Remy Muller (from IRCAM) and I organized an OSC Developers\' Meeting at the 2006 NIME conference (http://nime06.ircam.fr). The meeting was organized at the last minute and I profoundly apologize that nobody remembered to send out an invitation to the osc_dev list. Nevertheless, there were about 20 OSC developers in attendance.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	Open Sound Control 1.0 Specification	Matthew Wright	Wright	2002	spec-1_0		Software PUBLICATION				This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	Open Sound Control: an enabling technology for musical networking	Matthew Wright	Wright	2005	http://cnmat.berkeley.edu/publications/open_sound_control_enabling_technology_musical_networking	files/S1355771805000932a.pdf	Organised Sound 10:3	193-200	Since telecommunication can never equal the richness of face-to-face interaction on itsown terms, the most interesting examples of networked music go beyond the paradigm of musicians playing together in a virtual room. The Open Sound Control protocol hasenabled dozens of interesting networked music projects. First the protocol itself isdescribed, followed by a representative list of some of the projects that the protocol has enabled.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	Open Sound Control: State of the Art 2003	Matthew Wright, Adrian Freed, Ali Momeni	Wright	2003	http://cnmat.berkeley.edu/publications/open_sound_control_state_art_2003	files/Open+Sound+Control-state+of+the+art.pdf	International Conference on New Interfaces for Musical Expression	153-159	OpenSoundControl (?OSC?) is a protocol for communication among computers, sound synthesizers, and other multimedia devices that is optimized for modern networking technology. OSC has achieved wide use in the field of computer-based new interfaces for musical expression for wide-area and local-area networked distributed music systems, inter-process communication, and even within a single application.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	OSC and Gesture features of CNMAT\'s Connectivity Processor	Rimas Avizienis, Adrian Freed	Avizienis	2004	http://cnmat.berkeley.edu/publications/open_sound_control_state_art_2003	files/OSC2004-RimasBox.pdf	OSC Conference 2004		CNMAT\'s Connectivity Processor is a modular audio and gesture interface system based on a motherboard with connectors for two daughter cards. The motherboard provides digital audio connectivity using ADAT, AES-3 via Gigabit or 100BaseT ethernet to a host computer and additionally has one channel of MIDI in and out and 12 channels of D/A conversion. Typically one of the two daughter cards is used to provide analog audio A/D conversion and the other is used for multichannel gesture sensor acquisition. The primary advantages of this system over commercial Firewire audio devices are the reliable timing and delivery of gesture synchronized to the audio streams and the modularity of the daughterboard system. The first gesture sensor interface board we developed has 16 channels of analog input sampled with 12-bit resoluation at 1/8th the sample rate of the connectivity processor (48kHz or 44.1kHz). Each input has a 3rd-order lowpass analog filter and supports signal ranges from 0-5v. We chose the 3 row 48-pin DIN connector used by the ICube system to support a wide range of readily available sensors. For custom applications we also provide a DB25. The latest gesture sensor interface daughter board was developed to take advantage of an important trend in sensor design: integration of A/D conversion within the sensor. This board therefor has a modest 4-channels of A/D conversion and four DB-9 connectors for connecting digital sensor arrays using a new protocol under development at CNMAT. The DB-9 connector provides power and a configuration pin. All remaining pins are custom programmable using a Spartan III FPGA. The current OS/X driver for the connectivity processor upsamples sensor data to turn it into streams of audio giving access to the data with no jitter to any CoreAudio compatible application. MIDI data is routed through CoreMIDI but this interface doesn\'t appear to deliver the timing performance the hardware provides. We are now developing a driver to provide a UNIX socket interface to the gesture data which will be encoded as OSC messages. We preserve the timing performance by tagging the packets with tags derived from the precision sample rate clock of the connectivity processor.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	OSC Control of VST Plug-ins	Michael Zbyszynski, Adrian Freed	Zbyszynski	2004	http://cnmat.berkeley.edu/publications/open_sound_control_state_art_2003		OSC Conference 2004		While audio plug-ins are extremely useful, the limitations of the control structure can make that use unwieldy. Specifically, the name space of each VST plug-in is flat and populated by parameter names that have been carefully chosen by the designers of the plug-in, but do not necessarily represent the terminology or language preferred by the user. Parameter names are mapped through a generic range (0. to 1.) without informing the user about the mapping that occurs inside the plug-in, and each message controls only one parameter. Through the use of OSC, a flexible name space can be developed that employs multiple, intuitive parameter names (and aliases), higher level controls, and range mapping, simplifying control for the user. We will demonstrate these ideas with Max/MSP patches that repackage VST plug-ins in a more usable way and also introduce the idea that plug-in interfaces themselves can be improved by building in a well-formed OSC name space. We will also suggest ways (e.g., atomicity and queries) that control could be further improved if the plug-in could be controlled directly with OSC.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	OSC Design Space	Adrian Freed	Freed	2004	http://cnmat.berkeley.edu/publications/osc_design_space		Open Sound Control Conference				This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	OSC Device Design Space	Adrian Freed	Freed	2004	http://cnmat.berkeley.edu/publications/osc_design_space	files/freed-devdesign.pdf	OSC Conference 2004		Most OSC packets flow between threads and processes on a general purpose computer or across networks between general purpose computers. In this presentation I will explore a growing new source of OSC packets: simple special purpose data acquisition and control systems. Other presentations in this session will describe several sophisticated OSC-communicating gesture sensor systems developed by relatively large institutions. To complement these I will focus on simpler, affordable options for individuals and small groups interested in developing their own OSC-communicating devices. The goal is to identify hardware platforms and development tools that are affordable, have sufficient performance to support OSC packetization and communication and require minimum development effort both to interface sensors and controllers and to develop the requisite software. Options explored include very cheap \"pic\" style microcontrollers, more sophisticated systems integrating 100BaseT networking, e.g. Rabbit 3000 series, I86-based systems supported by open source gnu tool chains, and a low cost USB interface device. I will emphasize the oft-forgotten importance of the development system and how the lowest cost device is rarely the best choice for installation, digital arts and musical applications where flexibility and a healthy performance margin lead to better artistic outcomes.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
03/26/2021 17:03:31	Legacy	https://web.archive.org	An OSC Driver Framework for Gesture Sensors	Stephen PopeTravis	Pope	2004	http://cnmat.berkeley.edu/publications/osc_design_space	files/stp-create-osc.pdf	OSC Conference 2004		We have developed or integrated a number of gesture sensors over the past few years at CREATE, and have developed a software infrastructure for using them with OSC clients such as CSL and SuperCollider. This poster will outline the reusable software frameworks we use for the sensor server and synthesis client sides of our applications. Example code in C++ will be presented for the sensor-to-OSC and OSC-to-CSL interfaces.		This was a featured publication on the legacy (pre-2011) opensoundcontrol.org website, ported to the new site by Matt Wright in early 2021
