Timestamp	Your Name	Your personal website	Name	Update?	URL	URL of implementation's OSC documentation	Project Type	Description	Platform	Features 	Type Support	Bundle Support	Timetag Support	Transport Type	Publications	Images	Status	Status Date	Superseded?	Links to Videos	Status Details
4/3/2021 20:53:09	Gabriel Pettier	https://pypi.org/project/oscpy/	oscpy	No	https://pypi.org/project/oscpy/	https://pypi.org/project/oscpy/	Programming Language Library	OpenSoundControl is an UDP based network protocol, that is designed for fast dispatching of time-sensitive messages, as the name suggests, it was designed as a replacement for MIDI, but applies well to other situations. The protocol is simple to use, OSC addresses look like http URLs, and accept various basic types, such as string, float, int, etc. You can think of it basically as an http POST, with less overhead.	Platform independent	Bundle Support, Packet Construction, Packet Parsing	b: blob, c: char, d: float64, f: float32, F: false, h: int64, i: int32, I: infinitum, m: MIDI message, N: null, r: RGBA color, s: string, S: symbol, t: timetag, T: true, []: array	Creates Bundles, Reads Bundles, Supports Nested Bundles		None / Transport Independent			Active / maintained	4/2/2021			
4/3/2021 21:02:42	Jeremy Wagner (Admin)	https://sensors2.org/osc/	sensors2osc	No	https://sensors2.org/osc/	https://sensors2.org/osc/	Software Application	This is an Android app for sending sensor data via Open Sound Control (OSC).	Android	Packet Construction	f: float32, []: array	Creates Bundles, Supports Nested Bundles	unknown	UDP, TCP		https://sensors2.org/wp-content/uploads/2014/12/osc_header.png	Active / maintained	4/2/2021			Active
4/3/2021 21:14:29	Jeremy Wagner (Admin)	https://github.com/SteffeyDev/atemOSC	atemOSC	No	https://github.com/SteffeyDev/atemOSC	https://github.com/SteffeyDev/atemOSC	Software Application	atemOSC is a bridge application that enables communication with Blackmagic Design ATEM video switchers via OSC messages.	Macintosh, Windows	Bundle Support, Packet Construction, Packet Parsing	f: float32, i: int32, s: string	Reads Bundles, Supports Nested Bundles		UDP, TCP, HTTP		https://petersteffey.ninja/images/atemosc.png	Active / maintained	4/2/2021			Active
4/3/2021 21:24:14	Jeremy Wagner (Admin)	https://www.qualisys.com/	Qualisys Motion Capture	No	https://www.qualisys.com/software/open-sound-control/	https://github.com/qualisys/osc-resources	Software Application	Qualisys Track Manager (QTM) can stream data in Open Sound Control (OSC) format in real time. This repository contains resources on how to develop OSC clients and related applications that interact with QTM.	Unreal Engine, Unity, etc. plugin	Packet Construction, Packet Parsing, Unknown	Unknown	Creates Bundles		HTTP		https://cdn-content.qualisys.com/assets/images/qualisys-logo.svg	Active / maintained	4/2/2021			Active
4/3/2021 21:35:15	Jeremy Wagner (Admin)	https://lightform.com/	LightForm -- Design Tools for Projected AR	No	https://lightform.com/	https://lightform.com/blog/lightform-osc-interactivity	Hardware & Software	Lightform makes computer vision add-ons for projectors, sensor integrated projectors and software for projection mapping.  Their software and devices can be remote controlled with OSC messages	Macintosh, Windows	Bundle Support, Packet Parsing	unknown	Reads Bundles		UDP, TCP		https://lightform.com/wp-content/uploads/2019/07/lightform-wordmark-blak.svg	Active / maintained	4/2/2021			Active
2/24/21 12:32	Legacy	legacy-site.html	AdLibitouch Lite	No	http://www.adlibitouch.com/	http://www.adlibitouch.com/	Software Application	AdLibitouch Lite is a cross-platform touch and wireless \'client-server\' hybrid controller (audio and-or midi) for any devices enabled to run Flash 7 or higher (windows mobile, OSx, linux, etc.-\> pda, ppc, tablet pc, desktops, laptops, palm\...) within the WiFi network.	Any / Platform Independent	Packet Parsing, Packet Construction, Bundle Support	i: int32, s: string, f: float32, S: symbol	Reads Bundles, Creates Bundles		UDP, TCP, Bidirectional UDP (via sendto/recvfrom)			Defunct	10-Mar-21			This appears to be dead since at least 2011; there is a sourceforge site for the project: https://sourceforge.net/projects/adlibitouch/; Wayback machine link: https://web.archive.org/web/20110202093441/http://adlibitouch.com/
2/24/21 12:32	Legacy	legacy-site.html	aestesis elektronika (RT modular video software)	No	http://aestesis.eu/sub/elektronika.html	http://aestesis.org/wiki/index.php/Osc	Software Application	modular realtime video software\ (integrate the osc query features)	Windows	Packet Parsing, Packet Construction, High Speed	i: int32, b: blob, s: string, f: float32, r: RGBA color			TCP			Unknown/Legacy	23-Feb-21			This one appears to be functional at the following link: http://aestesis.eu/elektronika/ 
2/24/21 12:32	Legacy	legacy-site.html	Bespoke OSC (.NET 3.5)	No	http://www.bespokesoftware.org/osc/	http://www.bespokesoftware.org/OSC/1.3.0.0/doc/	Programming Language Library	A .NET (C\#) implementation of OSC using UDP as the transport protocol (unicast, broadcast, and multicast). It includes support for Osc Messages and Bundles, and supports the following payload data types: Int32, Int64, Float, Double, String, and Blob (byte array). <p> The package includes easy-to-use client and server examples.	Windows, Any / Platform Independent	Packet Parsing, Packet Construction, Bundle Support	i: int32, b: blob, s: string, f: float32, h: int64, d: float64, S: symbol	Reads Bundles, Creates Bundles		UDP, TCP, Bidirectional UDP (via sendto/recvfrom)			alpha / experimental	12-Mar-21			though the project seems old (2012 was most recent revision) the site seems kept up to date. Unable to find an email for Paul even through research gate website.
2/24/21 12:32	Legacy	legacy-site.html	BluePD	No	http://www.bluemelon.org/index.php/Products/BM7505_BluePD_programmable_Pure_Data_router		Hardware	BluePD is an embedded version of Pure Data. It was developed to support physical computing projects using BlueSense. Pure Data and BluePD has support for OSC through the OSCx external object.	Other					UDP			Unknown	23-Feb-21			same as above. Link says coming soon but no updates there, or when searching for bluemelon.org. Archive shows last crawl was 2020.
2/24/21 12:32	Legacy	legacy-site.html	Bowsense	No	http://notam02.no/proj/bowsense	http://notam02.no/proj/bowsense	Hardware	Bowsense is a compact wireless motion sensor device, with 3D accelerometers and 3D Gyroscopes. Data can be received via bluetooth, and is converted to OSC in a small standalone app.	Linux, Macintosh	Packet Construction	i: int32, s: string			UDP, Other			active	12-Mar-21			it's unclear to me at this time what the exact implementation of osc is, but the website is active and maintained
2/24/21 12:32	Legacy	legacy-site.html	Braun	No	http://www.jamiebullock.com/software/	http://www.jamiebullock.com/software/	Software Application	Braun is an application for visualising Open Sound Control (OSC) data. It acts as an OSC server, listening for data on port 4444. If it receives numerical OSC data on this port, it will plot the data on a scrolling graph. The graph can be zoomed using the toolbar or the \'view\' menu, and re-sized by resizing the Braun window. The graph can be saved as a PNG image using \'Save As\...\' under the file menu. <p> Braun was written in Python, and uses wxPython, FloatCanvas and PyLiblo.	Any / Platform Independent		i: int32, f: float32, h: int64, d: float64			UDP			active	12-Mar-21			this link did not work, however Jamie Bullock is active using this site:https://www.jamiebullock.com/ and says to contact by sending a direct message on twitter @jamiebullock
2/24/21 12:32	Legacy	legacy-site.html	ChucK =\> OSC	No	http://chuck.cs.princeton.edu/	http://chuck.cs.princeton.edu/doc/language/event.html	Programming Language Library	ChucK is a new (and developing) audio programming language for real-time synthesis, composition, performance, and now, analysis - fully supported on MacOS X, Windows, and Linux. ChucK presents a new time-based, concurrent programming model that\'s highly precise and expressive (we call this strongly-timed), as well as dynamic control rates, and the ability to add and modify code on-the-fly. In addition, ChucK supports MIDI, OSC, HID device, and multi-channel audio.	Windows, Linux, Macintosh	Packet Parsing, Packet Construction	i: int32, s: string, f: float32			UDP			active	12-Mar-21			unclear when the last update was, but the site says 2002-present and all links on it work. 
8/16/22 9:00	nik gaffney	https://github.com/zzkt	cl-osc	No	https://github.com/zzkt/osc	https://github.com/zzkt/osc	Programming Language Library	A common-lisp implementation of the Open Sound Control Protocol, which should be close to ansi standard, and does not rely on any external code/ffi/etc+ to do the basic encoding and decoding of messages and bundles. so far, it seems reasonably compatible with the packets sent to and from max-msp, pd, supercollider and liblo.	Any / Platform Independent	Packet Parsing, Packet Construction, Bundle Support	i: int32, b: blob, s: string, f: float32, h: int64	Reads Bundles, Creates Bundles		None / Transport Independent			active	16-Aug-22			
2/24/21 12:32	Legacy	legacy-site.html	CNMAT Connectivity Processor	No	http://cnmat.berkeley.edu/publication/osc_and_gesture_features_cnmats_connectivity_processor	http://cnmat.berkeley.edu/publication/osc_and_gesture_features_cnmats_connectivity_processor	Hardware	Standard laptop computers are now capable of sizeable quantities of sound synthesis and sound processing, but low-latency, high quality, multichannel audio I/O has not been possible without a cumbersome external card cage. CNMAT has developed a solution using the ubiquitous 100BaseT Ethernet that supports up to 10 channels of 24-bit audio, 64 channels of sample-synchronous control-rate gesture data, and 4 precisely time-stamped MIDI I/O streams. Latency measurements show that we can get signals into and back out of Max/MSP in under 7 milliseconds. The central component in the device is a field programmable gate array (FPGA). In addition to providing a variety of computer interface capabilities, the device can function as a cross-coder for a variety of protocols including GMICS. This paper outlines the motivation, design, and implementation of the connectivity processor.	Any / Platform Independent	Bundle Support, High Speed, Stateless Interface	i: int32, f: float32	Creates Bundles	Generates "immedate" timestamp	UDP			active at different link	12-Mar-21			I believe this is active on this link instead:https://www.cnmat.berkeley.edu/publications/composability-musical-gesture-signal-processing-using-new-osc-based-object-and
2/24/21 12:32	Legacy	legacy-site.html	Csound	No	http://www.csounds.com/	http://www.csounds.com/manual/html/OSCNetwork.html	Programming Language Library	OSC enables interaction between different audio processes, and in particular between Csound and other synthesis engines. The following opcodes are available: <p> \- OSCinit - Start an OSC listener thread.\ - OSClisten - Receive OSC messages.\ - OSCsend - Send an OSC message.		Packet Parsing, Packet Construction, High Speed	i: int32, s: string, f: float32, h: int64, d: float64, c: char			UDP			active	12-Mar-21			site lists 2005 as date-but links work and information seems relevant
2/24/21 12:32	Legacy	legacy-site.html	Delphi/FreePascal OSC	No	https://web.archive.org/web/20200707023430/https://github.com/vvvv/DelphiOSCUtils	https://web.archive.org/web/20200707023430/https://github.com/vvvv/DelphiOSCUtils/blob/master/OSCUtils.pas	Programming Language Library	LGPLed utility library for Delphi/FreePascal to encode/decode osc-packets. Inspired by the original OSC reference implementation (OSC-Kit) and OSC.Net library as shipped with the TUIO-CSharp sample from [the reactable project](http://reactable.iua.upf.edu/?software) . Easily extendable with more datatypes. <p> Used in [vvvv](implementation/vvvv) .	Windows	Packet Parsing, Packet Construction, Bundle Support, Timetag Support, Wildcard Matching Support, High Speed	i: int32, s: string, f: float32	Reads Bundles, Creates Bundles, Supports Nested Bundles	Generates "immedate" timestamp	None / Transport Independent			Unknown	19-Mar-21			legacy from 2014. unclear if still active
2/24/21 12:32	Legacy	legacy-site.html	devosc: a unix device for reading OSC messages	No	http://www.cnmat.berkeley.edu/downloads	http://www.cnmat.berkeley.edu/downloads	Software Application	This experimental implementation of OSC was developed to solve a common problem in current operating systems: TCP/IP runs at below real-time priority making it impossible to reliably deliver OSC from UDP or TCP packets to high priority audio threads. The first implementation for CNMAT\'s connectivity processor has been field tested in several concerts. Under OS/X UDP packets containing OSC payloads are transferred in the ethernet hardware interrupt to the /dev/osc driver where they can be directly read or polled by applications.									active	19-Mar-21			appears still active-references new release in 2020
2/24/21 12:32	Legacy	legacy-site.html	DiABlu	No	http://diablu.jorgecardoso.org/	http://diablu.jorgecardoso.eu/index.php?option=com_content&task=blogsection&id=7&Itemid=38	Software Application	![](https://web.archive.org/web/20200929194218im_/http://jorgecardoso.org/DiABlu/diablulogojoomla.gif)\ The **DiABlu System** is an application that **detects** the presence of **Bluetooth** enabled devices and communicates their names and ids to other applications. <p> It\'s intended to be used in **art instalations** by digital artists who wish to give their audience a novel way to **interact** with their pieces. <p> Besides informing the application of the names of the currently present devices, the DiABlu system has also a mobile application that can be installed in a Java enabled phone that will allow the user to transmit data to the final application. <p> The system communicates via the **OSC** protocol so that applications written in Max/MSP, Pure Data, Processing, Flash, or any other with OSC support , will be able to use this system. <p> DiABlu is a project conceived by [Jorge Cardoso](http://jorgecardoso.org/) at the [School of Arts](http://artes.ucp.pt/) of the [Portuguese Catholic University](http://www.porto.ucp.pt/) and it\'s being developed by Nuno Rodrigues at the [Research Center for Science and Technology in Art (CITAR)](http://soundserver.porto.ucp.pt/citar/index1.html) . <p> This is an Open Source Project. It\'s licensed under [GPL 2.0](http://www.gnu.org/licenses/gpl.html) . <p> The [project source](http://code.google.com/p/diablu/) is hosted on Google Code. <p> There is also a [discussion group](http://groups.google.com/group/diablu) where you can post any questions you might have.	Any / Platform Independent					UDP, Bidirectional UDP (via sendto/recvfrom)			active	19-Mar-21			active. website is updated as of 2021
2/24/21 12:32	Legacy	legacy-site.html	Dimple	No	http://idmil.org/software/dimple	http://idmil.org/software/dimple	Software Application	This project is an implementation of a physical dynamics environment which can be controlled via [OSC](http://www.opensoundcontrol.org/ "http://www.opensoundcontrol.org"){.urlextern} , so that audio projects such as [PureData](http://www.puredata.info/ "http://www.puredata.info"){.urlextern} can create physical objects in a virtual space, and then let them interact with each other, colliding and otherwise moving around. The environment can be used for interacting with a hand controller [haptic device](http://en.wikipedia.org/wiki/Haptic "http://en.wikipedia.org/wiki/Haptic"){.urlextern} .\ Data about objects\' position and acceleration, for example, can be retrieved and then used to affect some sort of audio synthesis. It was first presented at [NIME 2007](http://itp.nyu.edu/nime/2007/ "http://itp.nyu.edu/nime/2007/"){.urlextern} . <p> This is all accomplished via many GPL (or similar) libraries, such as: <p> - [CHAI 3D](http://www.chai3d.org/ "http://www.chai3d.org"){.urlextern} , for haptics - [ODE](http://www.ode.org/ "http://www.ode.org"){.urlextern} , for physical dynamics - [LibLo](http://liblo.sf.net/ "http://liblo.sf.net"){.urlextern} , for OSC messaging - GLUT & [FreeGLUT](http://freeglut.sourceforge.net/ "http://freeglut.sourceforge.net/"){.urlextern} , for graphics (optional) <p> It is cross-platform, running on Linux, OS X, and Windows. Unfortunately, most haptic devices only provide drivers for Windows, though CHAI 3D does support the SensAble Phantom family of devices under Linux if you have the driver.	Windows, Linux, Macintosh	Packet Parsing, Packet Construction, Bundle Support, Timetag Support	i: int32, s: string, f: float32, d: float64			UDP			active	19-Feb-21			website says active 2005-present
2/24/21 12:32	Legacy	legacy-site.html	DSSI (\"Disposable Soft Synth Interface\")	No	http://dssi.sourceforge.net/	http://dssi.sourceforge.net/RFC.html	Programming Language Library	DSSI (pronounced \"dizzy\") is an API for audio processing plugins, particularly useful for software synthesis plugins with user interfaces. <p> DSSI is an open and well-documented specification developed for use in Linux audio applications, although portable to other platforms. It may be thought of as LADSPA-for-instruments, or something comparable to VSTi. <p> DSSI consists of a C language API for use by plugins and hosts, based on the LADSPA API, and an OSC (Open Sound Control) API for use in user interface to host communications. The DSSI specification consists of an RFC which describes the background for the proposal and defines the OSC part of the specification, and a documented header file which defines the C API. <p> DSSI is Free Software. The DSSI header file is provided under the GNU Lesser General Public License.	Any / Platform Independent	Packet Parsing, Packet Construction, High Speed	i: int32, s: string, f: float32, m: MIDI message			Bidirectional UDP (via sendto/recvfrom)			Unknown	19-Mar-21			website works, unclear on year-the screenshots on one of the tabs look like much older version of windows
2/24/21 12:32	Legacy	legacy-site.html	Erlang OSC Application	No	http://github.com/mujaheed/erlang-osc/tree/master		Programming Language Library	OSC decoding library with a simple dispatch server.	Windows, Linux, Macintosh, Any / Platform Independent	Packet Construction, Bundle Support, Timetag Support, Wildcard Matching Support	i: int32, b: blob, s: string, f: float32, h: int64, t: timetag, d: float64, S: symbol, c: char, r: RGBA color, m: MIDI message, T: true, F: false, N: null, I: infinitum, []: array	Reads Bundles, Supports Nested Bundles	Generates "immedate" timestamp, Generates timestamped sequenced data, Performs scheduling on received timestamped data	UDP			Unknown	19-Mar-21			github works-from 10 or 11 years ago
2/24/21 12:32	Legacy	legacy-site.html	Ethersense	No	http://recherche.ircam.fr/equipes/temps-reel/movement/hardware/index.htm	http://recherche.ircam.fr/equipes/temps-reel/movement/hardware/EtherSense.pdf	Hardware	The EtherSense is a high-resolution, high-speed, robust, cost-effective and versatile tool aimed at making sensor acquisition for gesture analysis easier and designed by IRCAM newly formed Performing Arts Technology Research Team. <p> Able to digitize simultaneously up to 32 16-bit channels at a rate of 500 Hz (1kHz if only 16 used), it brings new opportunities for the integration of motion sensing technology in performance arts and interactive works. <p> With its built-in Ethernet controller, the EtherSense is perfect for computer-based musical control. It transfers digitized sensor signals on Ethernet through Open Sound Control protocol.		High Speed				UDP			active at different link	19-Mar-21	https://github.com/krejov100/EtherSense		The link in column G works, but further links on that page do not. I was able to find a github page for ethersense here: https://github.com/krejov100/EtherSense
2/24/21 12:32	Legacy	legacy-site.html	FingerPlay MIDI	No	http://thesundancekid.net/blog/fingerplay-midi/	http://thesundancekid.net/blog/fingerplay-midi/	Software Application	It is an app for Android capable devices in the marketplace used to send OSC information (or its own proprietary information) over a WIFI access point. The computer and Android device must be on same WIFI network for this to work. There are 2 simple XY controllers, 8 faders, and 15 pads for manipulating information. OSCulator is needed for Mac OSX and LoopBe1 (or another virtual MIDI driver) is needed for Windows OS.	Windows, Macintosh								defunct	19-Mar-21			site leads to 404 not found, and doesn't return anything when I looked for similar searches on google
2/24/21 12:32	Legacy	legacy-site.html	Gluion	No	http://www.glui.de/	http://gluion.pbwiki.com/	Hardware	The gluion is a new sensor interface for music and media applications that stands out for its speed and flexibility. thru the use of FPGA technology it can be adapted for many specific needs. While most other interfaces only feature analog inputs and simple digital I/O, the gluion offers connectivity to more complex digital sensors (and actuators!). Simple examples are rotary encoders and ultrasound distance measurement - for details and more examples make sure to check the digital sensors section.									alpha / experimental	19-Mar-21			site is active as of 2021.
2/24/21 12:32	Legacy	legacy-site.html	IanniX 0.6, a graphic OSC sequencer from the UPIC	No	http://iannix.la-kitchen.fr/	http://iannix.svn.sourceforge.net/viewvc/iannix/README.txt?view=markup	Software Application	an OSC poly-temporal meta-sequencer, from the UPIC (Iannis Xenakis)									active at different link	19-Mar-21			Active at this link, using OSC https://www.iannix.org/en/whatisiannix/
2/24/21 12:32	Legacy	legacy-site.html	Impromptu	No	http://impromptu.moso.com.au/	http://impromptu.moso.com.au/tutorials/midi_osc.html	Software Application	Impromptu is an OSX programming environment for composers and sound artists with an interest in live or interactive programming. Impromptu is a Scheme language environment, a member of the Lisp family of languages.	Macintosh					UDP			alpha / experimental	19-Mar-21			legacy- not sure what year. only has downloads for Mac OS 10.5/ 10.6, so seems older
2/24/21 12:32	Legacy	legacy-site.html	J\# OSC (.NET 2.0)	No	http://www.mech.upatras.gr/~robgroup/teams/logic/demos/osc/index.html	http://www.illposed.com/software/javaoscdoc/	Programming Language Library	J\# OSC is a library for talking the Open Sound Control (OSC) protocol in J\#/.NET2.0. It is not, in itself, a usable program. Rather, it is a library designed for building programs that need to communicate over OSC (e.g., SuperCollider, Max/MSP, Reaktor, etc.) <p> J\# OSC is very easy to use: with just a couple of lines you\'re sending and receiving OSC messages. <p> It\'s a port of JavaOSC project	Windows, Other	Packet Parsing, Packet Construction	i: int32, b: blob, s: string, f: float32			UDP			alpha / experimental	19-Mar-21			The second link in column H works. The one in column G is no good. This project is over 10 years old-legacy. I found the developer but no email
2/24/21 12:32	Legacy	legacy-site.html	JackMiniMix	No	http://www.ecs.soton.ac.uk/~njh/jackminimix/	http://www.ecs.soton.ac.uk/~njh/jackminimix/	Software Application	JackMiniMix is a simple mixer for the [Jack Audio Connection Kit](http://jackit.sourceforge.net/) with an [OSC](http://www.opensoundcontrol.org/) based control interface. It supports a user configurable number of stereo inputs, which can then be queried and controlled by sending it OSC messages. It is released under the [GPL licence](http://www.gnu.org/copyleft/gpl.html) .									Unknown	19-Mar-21			https://www.ecs.soton.ac.uk/ is the link to the current school website-both links do not work in columns G and H
2/24/21 12:32	Legacy	legacy-site.html	Jamoma	No	http://jamoma.org/	http://groupware.bek.no/groups/jamoma/wiki/eed85/Name_Space.html	Programming Language Library	Jamoma provides a clear structure and common features for building Max/MSP/Jitter patches. reducing the amount of time needed to create new performance systems, and enhancing the interchange of patches amongst Max users.	Windows, Macintosh					None / Transport Independent			active	19-Mar-21			site says 2005-2016
